player,nationality,position,squad,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xa,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,minutes_90s,shots_total,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_og_for,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,pass_targets,passes_received,passes_received_pct,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Rodrigo Ely,br BRA,DF,Alavés,26,1993,8.0,6.0,468.0,1.0,0.0,0.0,0.0,1.0,0.0,0.19,0.0,0.19,0.19,0.19,0.2,0.2,0.1,0.04,0.02,0.06,0.04,0.06,5.2,3.0,2.0,0.0,66.7,0.58,0.38,0.33,0.5,0.07,0.8,0.8,125.0,159.0,78.6,3190.0,1013.0,27.0,33.0,81.8,61.0,70.0,87.1,35.0,53.0,66.0,-0.1,1.0,4.0,1.0,0.0,5.0,146.0,13.0,13.0,0.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,83.0,31.0,45.0,15.0,114.0,21.0,0.0,2.0,3.0,8.0,0.0,1.0,3.0,0.58,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,5.0,2.0,0.0,3.0,4.0,75.0,1.0,28.0,14.0,50.0,12.0,15.0,1.0,5.0,1.0,0.0,4.0,2.0,33.0,1.0,209.0,37.0,126.0,78.0,10.0,6.0,196.0,1.0,1.0,100.0,1.0,0.0,88.0,252.0,98.0,2.0,1.0,0.0,101.0,98.0,97.0,1.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,50.0,16.0,2.0,88.9
Emerson,br BRA,DF,Betis,21,1999,34.0,34.0,2991.0,1.0,4.0,0.0,0.0,9.0,1.0,0.03,0.12,0.15,0.03,0.15,1.2,1.2,2.2,0.04,0.07,0.1,0.04,0.1,33.2,11.0,2.0,0.0,18.2,0.33,0.06,0.09,0.5,0.11,-0.2,-0.2,1565.0,1928.0,81.2,25193.0,9342.0,840.0,932.0,90.1,577.0,689.0,83.7,113.0,211.0,53.6,1.8,31.0,83.0,42.0,16.0,112.0,1567.0,361.0,48.0,1.0,221.0,23.0,74.0,1.0,0.0,0.0,0.0,1196.0,415.0,317.0,158.0,1359.0,59.0,312.0,11.0,4.0,30.0,46.0,66.0,64.0,1.93,53.0,6.0,1.0,0.0,3.0,5.0,0.15,4.0,0.0,0.0,0.0,1.0,0.0,96.0,60.0,65.0,24.0,7.0,43.0,82.0,52.4,39.0,535.0,161.0,30.1,260.0,192.0,83.0,63.0,7.0,0.0,56.0,67.0,116.0,1.0,2387.0,128.0,631.0,1106.0,775.0,85.0,2046.0,23.0,54.0,42.6,27.0,2.0,1386.0,6329.0,3551.0,174.0,57.0,20.0,1558.0,1407.0,90.3,44.0,31.0,0.0,56.0,73.0,3.0,1.0,1.0,1.0,249.0,56.0,37.0,60.2
Youssef En-Nesyri,ma MAR,FW,Sevilla,23,1997,38.0,23.0,2311.0,18.0,0.0,0.0,0.0,2.0,0.0,0.7,0.0,0.7,0.7,0.7,14.8,14.8,1.3,0.58,0.05,0.63,0.58,0.63,25.7,77.0,27.0,0.0,35.1,3.0,1.05,0.23,0.67,0.19,3.2,3.2,281.0,408.0,68.9,4089.0,465.0,166.0,207.0,80.2,87.0,133.0,65.4,16.0,32.0,50.0,-1.3,11.0,8.0,0.0,0.0,10.0,377.0,31.0,0.0,1.0,121.0,8.0,17.0,0.0,0.0,0.0,0.0,206.0,122.0,80.0,235.0,33.0,58.0,3.0,10.0,1.0,11.0,10.0,20.0,37.0,1.44,22.0,0.0,4.0,5.0,3.0,8.0,0.31,2.0,0.0,2.0,1.0,2.0,0.0,25.0,17.0,3.0,12.0,10.0,5.0,22.0,22.7,17.0,396.0,88.0,22.2,33.0,174.0,189.0,18.0,1.0,0.0,17.0,8.0,21.0,0.0,722.0,22.0,60.0,348.0,339.0,144.0,691.0,15.0,35.0,42.9,17.0,1.0,347.0,1248.0,598.0,42.0,8.0,12.0,1034.0,496.0,48.0,76.0,31.0,0.0,28.0,36.0,25.0,1.0,0.0,0.0,99.0,101.0,80.0,55.8
Sergi Enrich,es ESP,FW,Eibar,30,1990,27.0,13.0,1404.0,3.0,0.0,0.0,1.0,1.0,0.0,0.19,0.0,0.19,0.19,0.19,5.8,5.0,1.0,0.37,0.06,0.43,0.32,0.38,15.6,42.0,12.0,0.0,28.6,2.69,0.77,0.07,0.25,0.12,-2.8,-2.0,357.0,462.0,77.3,5289.0,781.0,212.0,262.0,80.9,104.0,135.0,77.0,25.0,34.0,73.5,-1.0,13.0,23.0,8.0,2.0,26.0,441.0,21.0,0.0,1.0,166.0,12.0,7.0,1.0,1.0,0.0,0.0,241.0,96.0,125.0,24.0,308.0,44.0,1.0,19.0,4.0,4.0,10.0,13.0,32.0,2.05,21.0,0.0,0.0,8.0,1.0,3.0,0.19,1.0,0.0,0.0,2.0,0.0,0.0,22.0,15.0,6.0,7.0,9.0,7.0,21.0,33.3,14.0,313.0,103.0,32.9,26.0,150.0,137.0,15.0,0.0,0.0,15.0,11.0,8.0,0.0,640.0,11.0,38.0,285.0,333.0,96.0,618.0,12.0,19.0,63.2,14.0,1.0,319.0,1238.0,424.0,22.0,6.0,1.0,953.0,453.0,47.5,40.0,17.0,0.0,31.0,19.0,8.0,1.0,0.0,0.0,85.0,92.0,100.0,47.9
Aarón Escandell,es ESP,GK,Granada,24,1995,5.0,5.0,450.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,151.0,49.0,3201.0,2488.0,7.0,7.0,100.0,22.0,23.0,95.7,45.0,121.0,37.2,0.0,0.0,7.0,0.0,0.0,0.0,94.0,57.0,24.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,36.0,2.0,113.0,11.0,117.0,0.0,0.0,13.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,177.0,141.0,175.0,2.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,69.0,435.0,321.0,0.0,0.0,0.0,54.0,54.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0
Dani Escriche,es ESP,"FW,MF",Huesca,22,1998,23.0,7.0,857.0,1.0,1.0,0.0,0.0,5.0,1.0,0.11,0.11,0.21,0.11,0.21,1.4,1.4,1.3,0.14,0.13,0.28,0.14,0.28,9.5,10.0,1.0,0.0,10.0,1.05,0.11,0.1,1.0,0.14,-0.4,-0.4,198.0,267.0,74.2,2850.0,467.0,116.0,143.0,81.1,70.0,86.0,81.4,7.0,21.0,33.3,-0.3,6.0,10.0,2.0,0.0,15.0,260.0,7.0,0.0,1.0,68.0,4.0,4.0,1.0,0.0,0.0,0.0,193.0,40.0,34.0,13.0,225.0,13.0,2.0,0.0,1.0,4.0,8.0,15.0,23.0,2.42,17.0,0.0,2.0,0.0,3.0,3.0,0.32,2.0,0.0,1.0,0.0,0.0,0.0,16.0,13.0,9.0,1.0,6.0,4.0,12.0,33.3,8.0,142.0,31.0,21.8,43.0,67.0,32.0,11.0,0.0,0.0,11.0,8.0,4.0,0.0,408.0,7.0,63.0,240.0,147.0,27.0,401.0,19.0,47.0,40.4,22.0,4.0,299.0,1528.0,891.0,37.0,18.0,5.0,430.0,284.0,66.0,23.0,20.0,0.0,20.0,16.0,6.0,1.0,0.0,0.0,62.0,18.0,33.0,35.3
Sergio Escudero,es ESP,DF,Sevilla,30,1989,9.0,7.0,565.0,1.0,0.0,0.0,0.0,3.0,0.0,0.16,0.0,0.16,0.16,0.16,0.2,0.2,0.5,0.03,0.08,0.12,0.03,0.12,6.3,6.0,1.0,1.0,16.7,0.96,0.16,0.17,1.0,0.03,0.8,0.8,342.0,407.0,84.0,5989.0,2168.0,163.0,175.0,93.1,146.0,163.0,89.6,26.0,55.0,47.3,-0.5,7.0,21.0,12.0,4.0,23.0,338.0,69.0,15.0,2.0,47.0,9.0,13.0,4.0,0.0,2.0,0.0,258.0,66.0,83.0,291.0,42.0,18.0,50.0,0.0,2.0,8.0,6.0,9.0,11.0,1.75,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0,5.0,6.0,1.0,5.0,9.0,55.6,4.0,88.0,24.0,27.3,28.0,39.0,21.0,9.0,2.0,0.0,7.0,7.0,13.0,0.0,459.0,18.0,135.0,235.0,117.0,9.0,397.0,2.0,4.0,50.0,2.0,0.0,278.0,1132.0,691.0,30.0,15.0,0.0,325.0,309.0,95.1,5.0,5.0,0.0,8.0,7.0,1.0,0.0,0.0,0.0,43.0,12.0,6.0,66.7
Alfonso Espino,uy URU,DF,Cádiz,28,1992,32.0,31.0,2601.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,0.1,0.1,0.0,0.1,0.2,0.2,1.3,0.01,0.04,0.05,0.01,0.05,28.9,9.0,4.0,0.0,44.4,0.31,0.14,0.0,0.0,0.03,-0.2,-0.2,666.0,1039.0,64.1,13322.0,6944.0,267.0,313.0,85.3,279.0,408.0,68.4,102.0,256.0,39.8,1.7,14.0,48.0,13.0,10.0,59.0,778.0,261.0,21.0,0.0,134.0,38.0,61.0,1.0,1.0,0.0,0.0,402.0,224.0,413.0,602.0,119.0,53.0,239.0,1.0,9.0,27.0,36.0,53.0,22.0,0.76,16.0,4.0,1.0,0.0,0.0,5.0,0.17,4.0,0.0,1.0,0.0,0.0,0.0,92.0,58.0,66.0,25.0,1.0,44.0,92.0,47.8,48.0,525.0,140.0,26.7,310.0,174.0,41.0,71.0,7.0,1.0,64.0,46.0,86.0,0.0,1370.0,91.0,556.0,624.0,253.0,16.0,1114.0,16.0,38.0,42.1,20.0,2.0,624.0,2938.0,1499.0,57.0,17.0,3.0,614.0,540.0,87.9,18.0,19.0,0.0,32.0,21.0,3.0,0.0,0.0,0.0,249.0,38.0,43.0,46.9
Vicente Esquerdo,es ESP,MF,Valencia,21,1999,4.0,3.0,231.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.03,0.04,0.01,0.04,2.6,1.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.02,0.0,0.0,77.0,97.0,79.4,1445.0,319.0,38.0,42.0,90.5,26.0,32.0,81.3,11.0,17.0,64.7,-0.1,2.0,3.0,1.0,0.0,7.0,95.0,2.0,1.0,0.0,18.0,5.0,2.0,0.0,0.0,0.0,0.0,69.0,13.0,15.0,85.0,8.0,2.0,1.0,0.0,1.0,3.0,1.0,3.0,3.0,1.17,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,4.0,2.0,1.0,1.0,4.0,25.0,3.0,46.0,21.0,45.7,23.0,18.0,5.0,9.0,3.0,0.0,6.0,5.0,6.0,0.0,128.0,8.0,40.0,73.0,19.0,0.0,126.0,2.0,4.0,50.0,2.0,0.0,77.0,273.0,82.0,5.0,0.0,0.0,89.0,80.0,89.9,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,3.0,40.0
Pervis Estupiñán,ec ECU,DF,Villarreal,22,1998,25.0,12.0,1168.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.3,0.04,0.1,0.14,0.04,0.14,13.0,11.0,5.0,2.0,45.5,0.85,0.39,0.0,0.0,0.05,-0.5,-0.5,523.0,667.0,78.4,9534.0,3076.0,235.0,273.0,86.1,220.0,260.0,84.6,61.0,98.0,62.2,-1.3,15.0,14.0,22.0,15.0,32.0,567.0,100.0,9.0,0.0,85.0,27.0,61.0,0.0,0.0,0.0,0.0,405.0,148.0,114.0,460.0,82.0,27.0,91.0,3.0,1.0,7.0,15.0,38.0,28.0,2.16,24.0,0.0,1.0,1.0,2.0,3.0,0.23,2.0,0.0,0.0,0.0,1.0,0.0,37.0,24.0,19.0,14.0,4.0,12.0,18.0,66.7,6.0,175.0,70.0,40.0,80.0,65.0,30.0,21.0,2.0,0.0,19.0,29.0,23.0,2.0,845.0,45.0,256.0,353.0,295.0,37.0,744.0,14.0,23.0,60.9,14.0,0.0,522.0,2529.0,1569.0,75.0,34.0,10.0,552.0,486.0,88.0,23.0,27.0,0.0,24.0,20.0,6.0,1.0,1.0,0.0,132.0,11.0,15.0,42.3
Xabier Etxeita,es ESP,DF,Getafe,32,1987,11.0,9.0,883.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.2,0.05,0.02,0.07,0.05,0.07,9.8,4.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.13,-0.5,-0.5,195.0,289.0,67.5,5002.0,1287.0,30.0,43.0,69.8,104.0,120.0,86.7,59.0,118.0,50.0,-0.2,1.0,13.0,0.0,0.0,18.0,274.0,15.0,14.0,0.0,33.0,13.0,0.0,0.0,0.0,0.0,0.0,147.0,35.0,107.0,91.0,151.0,34.0,1.0,0.0,0.0,13.0,4.0,5.0,2.0,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,7.0,5.0,0.0,5.0,14.0,35.7,9.0,77.0,29.0,37.7,46.0,25.0,6.0,11.0,3.0,0.0,8.0,10.0,77.0,1.0,400.0,49.0,192.0,205.0,19.0,8.0,386.0,2.0,2.0,100.0,2.0,0.0,167.0,942.0,462.0,13.0,2.0,0.0,168.0,158.0,94.0,2.0,1.0,0.0,14.0,2.0,0.0,0.0,0.0,1.0,112.0,18.0,24.0,42.9
Edu Expósito,es ESP,MF,Eibar,23,1996,31.0,27.0,2455.0,0.0,3.0,0.0,2.0,4.0,0.0,0.0,0.11,0.11,0.0,0.11,3.3,1.8,2.8,0.12,0.1,0.22,0.07,0.17,27.3,41.0,9.0,0.0,22.0,1.5,0.33,0.0,0.0,0.04,-3.3,-1.8,879.0,1179.0,74.6,17085.0,4672.0,339.0,422.0,80.3,382.0,461.0,82.9,137.0,242.0,56.6,0.2,41.0,103.0,19.0,3.0,119.0,1117.0,62.0,21.0,1.0,213.0,46.0,36.0,35.0,15.0,17.0,3.0,738.0,174.0,267.0,202.0,852.0,87.0,5.0,4.0,6.0,30.0,37.0,32.0,84.0,3.08,48.0,17.0,7.0,3.0,6.0,5.0,0.18,4.0,0.0,0.0,1.0,0.0,0.0,43.0,27.0,15.0,25.0,3.0,18.0,59.0,30.5,41.0,443.0,150.0,33.9,105.0,244.0,94.0,40.0,4.0,0.0,36.0,32.0,23.0,1.0,1465.0,28.0,205.0,845.0,505.0,53.0,1404.0,42.0,62.0,67.7,46.0,2.0,922.0,4552.0,2373.0,117.0,47.0,9.0,1065.0,906.0,85.1,36.0,37.0,0.0,29.0,28.0,0.0,0.0,0.0,0.0,332.0,36.0,42.0,46.2
Jokin Ezkieta,es ESP,GK,Athletic Club,23,1996,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,24.0,87.5,532.0,248.0,4.0,4.0,100.0,12.0,12.0,100.0,5.0,8.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,16.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,4.0,2.0,16.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,20.0,23.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,11.0,44.0,19.0,0.0,0.0,0.0,9.0,9.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
Fali,es ESP,"DF,MF",Cádiz,26,1993,34.0,29.0,2637.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,0.02,0.02,0.05,0.02,0.05,29.3,11.0,2.0,1.0,18.2,0.38,0.07,0.0,0.0,0.07,-0.7,-0.7,505.0,715.0,70.6,12418.0,3733.0,132.0,157.0,84.1,224.0,277.0,80.9,143.0,266.0,53.8,-0.7,8.0,55.0,8.0,3.0,53.0,650.0,65.0,56.0,3.0,86.0,46.0,13.0,0.0,0.0,0.0,0.0,374.0,86.0,255.0,153.0,491.0,48.0,7.0,2.0,2.0,23.0,13.0,10.0,20.0,0.68,15.0,0.0,2.0,2.0,1.0,3.0,0.1,1.0,0.0,1.0,1.0,0.0,0.0,43.0,21.0,26.0,14.0,3.0,10.0,29.0,34.5,19.0,280.0,81.0,28.9,147.0,115.0,18.0,45.0,16.0,1.0,29.0,24.0,148.0,0.0,996.0,171.0,427.0,514.0,89.0,20.0,932.0,8.0,9.0,88.9,8.0,0.0,439.0,2012.0,1006.0,36.0,8.0,1.0,499.0,468.0,93.8,8.0,6.0,0.0,21.0,25.0,0.0,0.0,1.0,0.0,181.0,44.0,33.0,57.1
Ansu Fati,es ESP,FW,Barcelona,17,2002,7.0,6.0,431.0,4.0,0.0,0.0,0.0,1.0,0.0,0.84,0.0,0.84,0.84,0.84,1.8,1.8,1.4,0.37,0.29,0.66,0.37,0.66,4.8,14.0,7.0,0.0,50.0,2.92,1.46,0.29,0.57,0.13,2.2,2.2,174.0,205.0,84.9,2150.0,459.0,122.0,137.0,89.1,40.0,47.0,85.1,3.0,5.0,60.0,-1.4,9.0,3.0,7.0,0.0,11.0,196.0,9.0,1.0,1.0,35.0,0.0,5.0,5.0,3.0,0.0,0.0,177.0,15.0,13.0,15.0,183.0,2.0,1.0,3.0,0.0,0.0,5.0,7.0,19.0,3.97,12.0,1.0,1.0,0.0,5.0,2.0,0.42,0.0,0.0,1.0,0.0,1.0,0.0,8.0,3.0,2.0,3.0,3.0,2.0,5.0,40.0,3.0,80.0,18.0,22.5,18.0,29.0,33.0,8.0,0.0,0.0,8.0,1.0,1.0,0.0,278.0,0.0,14.0,108.0,181.0,44.0,270.0,15.0,25.0,60.0,17.0,1.0,230.0,1369.0,908.0,57.0,19.0,16.0,301.0,229.0,76.1,5.0,15.0,0.0,6.0,11.0,2.0,2.0,0.0,0.0,20.0,2.0,4.0,33.3
Nabil Fekir,fr FRA,"MF,FW",Betis,27,1993,33.0,33.0,2622.0,5.0,6.0,1.0,3.0,5.0,1.0,0.17,0.21,0.38,0.14,0.34,7.5,5.2,5.3,0.26,0.18,0.44,0.18,0.36,29.1,84.0,23.0,9.0,27.4,2.88,0.79,0.05,0.17,0.06,-2.5,-1.2,1070.0,1324.0,80.8,17975.0,4890.0,533.0,603.0,88.4,371.0,434.0,85.5,120.0,207.0,58.0,0.7,52.0,118.0,48.0,6.0,119.0,1167.0,157.0,40.0,6.0,239.0,53.0,56.0,81.0,22.0,34.0,2.0,1015.0,113.0,196.0,1109.0,169.0,13.0,12.0,2.0,7.0,26.0,22.0,32.0,138.0,4.74,78.0,18.0,18.0,7.0,16.0,17.0,0.58,9.0,3.0,3.0,0.0,2.0,0.0,45.0,36.0,12.0,16.0,17.0,7.0,28.0,25.0,21.0,604.0,170.0,28.1,65.0,338.0,201.0,31.0,1.0,0.0,30.0,12.0,3.0,0.0,1771.0,3.0,105.0,857.0,933.0,124.0,1620.0,60.0,87.0,69.0,62.0,1.0,1403.0,7282.0,3874.0,220.0,73.0,34.0,1708.0,1342.0,78.6,67.0,95.0,0.0,80.0,93.0,13.0,3.0,0.0,0.0,156.0,21.0,74.0,22.1
Felipe,br BRA,DF,Atlético Madrid,31,1989,31.0,23.0,2057.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.2,0.04,0.01,0.05,0.04,0.05,22.9,11.0,2.0,0.0,18.2,0.48,0.09,0.0,0.0,0.08,-0.9,-0.9,889.0,1027.0,86.6,18752.0,5905.0,291.0,317.0,91.8,430.0,478.0,90.0,157.0,216.0,72.7,-0.2,3.0,35.0,0.0,0.0,40.0,992.0,35.0,29.0,1.0,120.0,29.0,2.0,0.0,0.0,0.0,0.0,780.0,71.0,176.0,155.0,759.0,63.0,6.0,4.0,3.0,20.0,4.0,5.0,8.0,0.35,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,23.0,27.0,11.0,0.0,16.0,23.0,69.6,7.0,184.0,54.0,29.3,104.0,69.0,11.0,38.0,17.0,0.0,21.0,43.0,159.0,0.0,1303.0,204.0,730.0,603.0,36.0,22.0,1269.0,3.0,3.0,100.0,3.0,0.0,733.0,4145.0,1815.0,26.0,2.0,0.0,786.0,757.0,96.3,1.0,3.0,0.0,29.0,14.0,0.0,0.0,0.0,1.0,218.0,89.0,22.0,80.2
João Félix,pt POR,"FW,MF",Atlético Madrid,20,1999,31.0,14.0,1572.0,7.0,5.0,1.0,2.0,6.0,0.0,0.4,0.29,0.69,0.34,0.63,5.1,3.6,3.8,0.29,0.22,0.51,0.2,0.42,17.5,36.0,14.0,2.0,38.9,2.06,0.8,0.17,0.43,0.1,1.9,2.4,566.0,679.0,83.4,8432.0,2626.0,346.0,388.0,89.2,152.0,185.0,82.2,41.0,58.0,70.7,1.2,20.0,66.0,21.0,0.0,75.0,662.0,17.0,4.0,8.0,158.0,12.0,13.0,1.0,1.0,0.0,0.0,538.0,75.0,66.0,43.0,603.0,10.0,5.0,3.0,4.0,3.0,14.0,20.0,46.0,2.63,33.0,0.0,5.0,4.0,4.0,10.0,0.57,7.0,0.0,1.0,1.0,1.0,0.0,9.0,6.0,2.0,6.0,1.0,4.0,13.0,30.8,9.0,182.0,59.0,32.4,15.0,98.0,69.0,7.0,0.0,0.0,7.0,9.0,3.0,0.0,906.0,7.0,82.0,503.0,397.0,60.0,887.0,34.0,66.0,51.5,35.0,5.0,726.0,3196.0,1896.0,108.0,39.0,8.0,983.0,753.0,76.6,38.0,38.0,0.0,16.0,48.0,6.0,1.0,0.0,0.0,94.0,23.0,30.0,43.4
Aitor Fernández,es ESP,GK,Levante,29,1991,29.0,29.0,2610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,698.0,921.0,75.8,18559.0,10955.0,145.0,146.0,99.3,303.0,307.0,98.7,228.0,446.0,51.1,0.0,0.0,9.0,0.0,0.0,0.0,650.0,271.0,66.0,0.0,66.0,25.0,0.0,0.0,0.0,0.0,0.0,539.0,61.0,321.0,67.0,677.0,3.0,0.0,150.0,1.0,16.0,10.0,3.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,16.7,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,995.0,881.0,990.0,6.0,0.0,0.0,727.0,0.0,0.0,0.0,0.0,0.0,452.0,1582.0,992.0,0.0,0.0,0.0,435.0,433.0,99.5,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,148.0,0.0,1.0,0.0
Álex Fernández,es ESP,MF,Cádiz,27,1992,25.0,21.0,1946.0,4.0,1.0,2.0,2.0,1.0,0.0,0.18,0.05,0.23,0.09,0.14,3.2,1.7,1.8,0.15,0.08,0.23,0.08,0.16,21.6,8.0,2.0,0.0,25.0,0.37,0.09,0.25,1.0,0.21,0.8,0.3,667.0,898.0,74.3,13364.0,3973.0,247.0,295.0,83.7,283.0,333.0,85.0,122.0,233.0,52.4,-0.8,24.0,70.0,14.0,6.0,60.0,741.0,157.0,67.0,0.0,150.0,46.0,41.0,75.0,28.0,33.0,6.0,539.0,116.0,243.0,171.0,664.0,35.0,8.0,2.0,5.0,11.0,20.0,23.0,40.0,1.85,19.0,20.0,0.0,0.0,1.0,4.0,0.18,3.0,1.0,0.0,0.0,0.0,0.0,25.0,15.0,9.0,13.0,3.0,9.0,32.0,28.1,23.0,328.0,69.0,21.0,119.0,166.0,43.0,23.0,1.0,0.0,22.0,21.0,24.0,0.0,1072.0,28.0,208.0,604.0,318.0,21.0,919.0,13.0,24.0,54.2,17.0,1.0,639.0,3291.0,1663.0,70.0,22.0,3.0,753.0,619.0,82.2,18.0,25.0,0.0,11.0,31.0,1.0,0.0,0.0,0.0,186.0,22.0,28.0,44.0
